Epoch,Train Loss,Train Accuracy,Train Time (s),Test Loss,Test Accuracy,Inference Time (s),Learning Rate
143,2.1119756345846215,21.254,20.78975558280945,,,,0.0008
144,2.118495981304013,21.096,20.74086332321167,,,,0.0008
145,2.127830611199749,20.898,20.758124828338623,2.12316934466362,21.53,1.9613194465637207,0.0008
146,2.12281247912621,20.958,20.7604877948761,,,,0.0008
147,2.1187416436720867,21.306,20.745153665542603,,,,0.0008
148,2.1211807095274633,21.362,20.771728038787842,,,,0.0008
149,2.126677167658903,20.878,20.73508358001709,,,,0.0008
150,2.133075868596836,20.438,20.73143458366394,2.1471760630607606,20.54,1.9892253875732422,0.0008
151,2.1313107780047824,20.816,20.736980199813843,,,,0.0008
152,2.1257831807039222,20.958,20.750917434692383,,,,0.0008
153,2.1246142800973384,20.952,20.730936288833618,,,,0.0008
154,2.1128458946335074,21.346,20.745131731033325,,,,0.0008
155,2.117764391461197,21.25,20.733800649642944,2.1340815246105196,19.99,1.9554898738861084,0.0008
156,2.1104413185800825,21.54,20.725059032440186,,,,0.0008
157,2.1070598522011115,21.57,20.760809421539307,,,,0.0008
158,2.0907678415580673,22.392,20.738661289215088,,,,0.0008
159,2.1091796354371675,21.618,20.76189422607422,,,,0.0008
160,2.1713835949800453,18.316,20.7643404006958,2.1429361045360564,19.99,1.9568541049957275,0.0008
161,2.153296150723282,19.058,20.74621558189392,,,,0.0008
162,2.132574420802447,19.568,20.75573229789734,,,,0.0008
163,2.11818971682568,20.76,20.752818822860718,,,,0.0008
164,2.132865756141896,19.928,20.75419044494629,,,,0.0008
165,2.1155185906254514,20.814,20.756575345993042,2.0910069942474365,21.38,1.9919648170471191,0.0008
166,2.1050387888538595,20.984,20.73701500892639,,,,0.0008
167,2.086199562768547,21.614,20.74919557571411,,,,0.0008
168,2.082219880454394,21.84,20.735071659088135,,,,0.0008
169,2.080109790879853,22.166,20.729114770889282,,,,0.0008
170,2.1124804518660723,20.464,20.721399307250977,2.1468505412340164,18.19,1.9711167812347412,0.0008
171,2.1157874562302412,20.008,20.743805408477783,,,,0.0008
172,2.102524601683325,20.794,20.756847620010376,,,,0.0008
173,2.1001257434183236,20.996,20.742541313171387,,,,0.0008
174,2.0816376981686573,21.794,20.74867868423462,,,,0.0008
175,2.0712853621463387,22.014,20.715832710266113,2.0657405346632003,23.12,1.9576776027679443,0.0008
176,2.066157820273419,22.114,20.728811740875244,,,,0.0008
177,2.0665555505120023,22.61,20.736066102981567,,,,0.0008
178,2.075648158788681,21.84,20.721060514450073,,,,0.0008
179,2.052462344875141,22.804,20.71878671646118,,,,0.0008
180,2.058290951714224,23.018,20.732853412628174,2.066534072160721,22.25,1.989347219467163,0.0008
181,2.063521397965295,22.488,20.79413866996765,,,,0.0008
182,2.0640914190788657,22.534,20.74898600578308,,,,0.0008
183,2.0983385826860155,20.68,20.73983073234558,,,,0.0008
184,2.0885164397103444,21.592,20.760935306549072,,,,0.0008
185,2.100723910088442,21.142,20.73633599281311,2.101449653506279,21.44,1.9546022415161133,0.0008
186,2.0888141649109975,21.768,20.74330997467041,,,,0.0008
187,2.094466893648615,21.358,20.720098733901978,,,,0.0008
188,2.0757256788866862,22.81,20.73387837409973,,,,0.0008
189,2.1207613799036764,20.67,20.70689821243286,,,,0.0008
190,2.104959271392044,21.574,20.717692375183105,2.072356843948364,22.16,1.9588191509246826,0.0008
191,2.0905595859702752,22.044,20.70589280128479,,,,0.0008
192,2.077056573969977,22.432,20.742197275161743,,,,0.0008
193,2.0738374207701002,22.598,20.74177575111389,,,,0.0008
194,2.0731750246213405,22.888,20.75130271911621,,,,0.0008
195,2.0620158728288143,23.164,20.765437364578247,2.0512777149677275,23.61,1.9551239013671875,0.0008
196,2.054501306645724,23.576,20.72490119934082,,,,0.0008
197,2.0500937037321987,23.418,20.722549438476562,,,,0.0008
198,2.0572546495466817,23.316,20.738483428955078,,,,0.0008
199,2.055562278445886,23.088,20.72472095489502,,,,0.0008
200,2.0656036095959798,23.128,20.733540534973145,2.052261692285538,24.12,1.9715421199798584,0.0008
201,2.0588799046010386,23.392,20.701066493988037,,,,0.0008
202,2.063250318473699,23.084,20.734099626541138,,,,0.0008
203,2.063618984149427,23.19,20.714191913604736,,,,0.0008
204,2.057762825367402,22.718,20.705764532089233,,,,0.0008
205,2.064259090593883,22.378,20.747994422912598,2.0410508096218107,23.93,1.9545989036560059,0.0008
206,2.055774456384231,22.332,20.705005407333374,,,,0.0008
207,2.0542409243632336,22.592,20.735280513763428,,,,0.0008
208,2.0527144165671602,22.912,20.718552350997925,,,,0.0008
209,2.085215921304664,21.602,20.72708797454834,,,,0.0008
210,2.061534305616301,22.366,20.69247794151306,2.090942549705505,20.94,1.9731969833374023,0.0008
211,2.0612130815885505,22.73,20.71151614189148,,,,0.0008
212,2.05630792707813,22.72,20.760698080062866,,,,0.0008
213,2.136361303986335,19.97,20.711583375930786,,,,0.0008
214,2.1246253458821043,20.528,20.689130544662476,,,,0.0008
215,2.111379262744164,20.912,20.704762935638428,2.0977232575416567,23.09,1.9604980945587158,0.0008
216,2.1102882641918805,21.02,20.692708730697632,,,,0.0008
217,2.102209229858554,21.1,20.69979429244995,,,,0.0008
218,2.088121145355458,21.818,20.696292877197266,,,,0.0008
219,2.089717605892493,21.642,20.686203479766846,,,,0.0008
220,2.0878946464888903,21.982,20.688638925552368,2.0982111245393753,20.73,1.9790585041046143,0.0008
221,2.079324431565343,21.372,20.671471118927002,,,,0.0008
222,2.0874376126698087,21.434,20.678041696548462,,,,0.0008
223,2.070316181499131,22.4,20.69324231147766,,,,0.0008
224,2.066340293811292,22.364,20.71347427368164,,,,0.0008
225,2.0670229172220034,22.424,20.710240364074707,2.0297098070383073,24.11,1.9496111869812012,0.0008
226,2.060740640577005,22.658,20.706352710723877,,,,0.0008
227,2.0603599742967256,22.74,20.71933937072754,,,,0.0008
228,2.0656330360441792,22.486,20.690644025802612,,,,0.0008
229,2.0644879991910896,22.418,20.694854974746704,,,,0.0008
230,2.0582902334174333,22.782,20.686849117279053,2.0378200083971025,23.55,1.9526474475860596,0.0008
231,2.0512647044901944,22.97,20.684509754180908,,,,0.0008
232,2.05192767661445,22.89,20.672534227371216,,,,0.0008
233,2.0861614808744315,21.742,20.690197944641113,,,,0.0008
234,2.0708736911111947,22.302,20.68569302558899,,,,0.0008
235,2.111437420455777,20.736,20.71125054359436,2.0914296835660933,20.6,1.9675731658935547,0.0008
236,2.0920664960024307,21.384,20.758286714553833,,,,0.0008
237,2.081117485858956,21.77,20.71834135055542,,,,0.0008
238,2.094335113861123,21.346,20.71991515159607,,,,0.0008
239,2.144021966019455,19.784,20.742849111557007,,,,0.0008
240,2.13355392095994,20.658,20.779289722442627,2.1007408052682877,22.26,1.9758853912353516,0.0008
241,2.096194680247988,22.108,20.73316240310669,,,,0.0008
242,2.095526754247899,21.612,20.73233437538147,,,,0.0008
243,2.090884956778312,21.964,20.70476770401001,,,,0.0008
244,2.092020653948492,22.084,20.713730573654175,,,,0.0008
245,2.0905023551717097,22.038,20.76118040084839,2.065013161301613,23.16,1.9695711135864258,0.0008
246,2.087594437355898,22.474,20.702034950256348,,,,0.0008
247,2.0851234088138657,22.42,20.698696613311768,,,,0.0008
248,2.070850186201991,22.736,20.69671392440796,,,,0.0008
249,2.09406066001678,22.162,20.71059536933899,,,,0.0008
250,2.0791608076922747,22.198,20.705259561538696,2.0689466804265977,23.52,1.9911425113677979,0.0008

Args Information
model_type,performer
image_size,32
patch_size,4
num_classes,10
dim,128
depth,6
heads,8
mlp_dim,256
pool,cls
channels,3
dim_head,32
dropout,0.1
emb_dropout,0.1
batch_size,256
num_epochs,250
learning_rate,0.0008
epoch_step,5
csv_file,performer_fvariant.csv
model_name,performer_fvariant_model.pth
nb_features,128
generalized_attention,False
kernel_fn,learnable
no_projection,False
qkv_bias,True
